"**I'm only 1 person maintaining the raw data, so things can easily be missed (I only have the available data, not serverside changes). I always welcome the help of the community when it comes to the sheet since I made it for you guys. If you find anything I've missed or inaccuracies please DM me.",,,,,,,,,,,
,,,,,,,,,Charged Attack Stability Damage: 60 -> 20,,
,,,,,,,,,Charged Attack Limb Damage: 60 -> 100,,
,,,,,,,,,Thrown Damage: 45 -> 75,,
,,,,,,,,,,,
,,,,,,,,Hatchet,Damage: 20 -> 17,,
,,,,,,,,,Headshot Damage: 40 -> 35,,
,,,,,,,,,Stability Damage: 20 -> 0,,
,,,,,,,,,Limb Damage: 20 -> 40,,
,,,,,,,,,Strong Attack Damage: 25 -> 22,,
,,,,,,,,,Strong Attack Headshot Damage: 50 -> 45,,
,,,,,,,,,Strong Attack Stability Damage: 30 -> 0,,
,,,,,,,,,Strong Attack Limb Damage: 30 -> 60,,
,,,,,,,,,Charged Attack Damage: 40 -> 26,,
,,,,,,,,,Charged Attack Stability Damage: 50 -> 20,,
,,,,,,,,,Charged Attack Limb Damage: 30 -> 60,,
,,,,,,,,,Thrown Damage: 35 -> 50,,
,,,,,,,,,Thrown Stability Damage: 50 -> 20,,
,,,,,,,,,Charged Attack Speed: 1x -> 1.15x,,
,,,,,,,,,Range: 180 -> 175,,
,,,,,,,,,,,
,,,,,,,,Hockey Stick,Damage: ,,
,,,,,,,,,Headshot Damage: 34 -> 25,,
,,,,,,,,,Stability Damage: 40 -> 25,,
,,,,,,,,,Strong Attack Damage: 30 -> 20,,
,,,,,,,,,Strong Attack Headshot Damage: 50 -> 30,,
,,,,,,,,,Strong Attack Stability Damage: 60 -> 35,,
,,,,,,,,,Charged Attack Damage: 35 -> 30,,
,,,,,,,,,Charged Attack Headshot Damage: 80 -> 35,,
,,,,,,,,,Charged Attack Stability Damage: 100 -> 40,,
,,,,,,,,,Thrown Damage: 80 -> 40,,
,,,,,,,,,Charged Attack Speed: 1.0x -> 1.1x,,
,,,,,,,,,Attack & Combo Speed: 1.0x -> 1.1x,,
,,,,,,,,,Range: 240 -> 255,,
,,,,,,,,,,,
,,,,,,,,Kitchen Knife,Damage: 20 -> 15,,
,,,,,,,,,Headshot Damage: 20 -> 25,,
,,,,,,,,,Stability Damage: 20 -> 0,,
,,,,,,,,,Strong Attack Damage: 30 -> 17,,
,,,,,,,,,Strong Attack Headshot Damage: 30 -> 38,,
,,,,,,,,,Strong Attack Stability Damage: 20 -> 0,,
,,,,,,,,,Charged Attack Damage: 35 -> 25,,
,,,,,,,,,Charged Attack Stability Damage: 30 -> 20,,
,,,,,,,,,Thrown Stability Damage: 50 -> 20,,
,,,,,,,,,Charged Attack Speed: 1.0x -> 1.2x,,
,,,,,,,,,Attack & Combo Speed: 1.0x -> 1.2x,,
,,,,,,,,,Range: 180 -> 160,,
,,,,,,,,,,,
,,,,,,,,Machete,Headshot Damage: 40 -> 35,,
,,,,,,,,,Stability Damage: 20 -> 0,,
,,,,,,,,,Limb Damage: 20 -> 40,,
,,,,,,,,,Strong Attack Headshot Damage: 50 -> 45,,
,,,,,,,,,Strong Attack Stability Damage: 30 -> 0,,
,,,,,,,,,Strong Attack Limb Damage: 30 -> 40,,
,,,,,,,,,Charged Attack Stability Damage: 50 -> 20,,
,,,,,,,,,Thrown Stability Damage: 50 -> 20,,
,,,,,,,,,Attack & Combo Speed: 1.0x -> 1.15x,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,Mallet,Damage: 18 -> 13,,
,,,,,,,,,Headshot Damage: 30 -> 25,,
,,,,,,,,,Stability Damage: 20 -> 25,,
,,,,,,,,,Strong Attack Damage: 20 -> 15,,
,,,,,,,,,Strong Attack Headshot Damage: 40 -> 30,,
,,,,,,,,,Charged Attack Damage: 35 -> 20,,
,,,,,,,,,Charged Attack Headshot Damage: 60 -> 35,,
,,,,,,,,,Charged Attack Stability Damage: 60 -> 50,,
,,,,,,,,,Thrown Damage: 60 -> 25,,
,,,,,,,,,Thrown Stability Damage: 50 -> 60,,
,,,,,,,,,Thrown Limb Damage: 0 -> 1 ??,,
,,,,,,,,,Charged Attack Speed: 1.0x -> 1.1x,,
,,,,,,,,,Attack & Combo Speed: 1.0x -> 1.2x,,
,,,,,,,,,Range: 170 -> 160,,
,,,,,,,,,,,
,,,,,,,,Large Pipe,Damage: 30 -> 20,,
,,,,,,,,,Headshot Damage: 50 -> 30,,
,,,,,,,,,Stability Damage: 40 -> 35,,
,,,,,,,,,Strong Attack Damage: 45 -> 20,,
,,,,,,,,,Strong Attack Headshot Damage: 70 -> 30,,
,,,,,,,,,Strong Attack Stability Damage: 60 -> 45,,
,,,,,,,,,Charged Attack Damage: 50 -> 30,,
,,,,,,,,,Charged Attack Headshot Damage: 100 -> 40,,
,,,,,,,,,Charged Attack Stability Damage: 100 -> 55,,
,,,,,,,,,Thrown Damage: 80 -> 40,,
,,,,,,,,,Range: 220 -> 225,,
,,,,,,,,,,,
,,,,,,,,Small Pipe,Damage: 18 -> 10,,
,,,,,,,,,Headshot Damage: 30 -> 20,,
,,,,,,,,,Stability Damage: 20 -> 25,,
,,,,,,,,,Strong Attack Damage: 20 -> 10,,
,,,,,,,,,Strong Attack Headshot Damage: 40 -> 25,,
,,,,,,,,,Strong Attack Stability Damage: 40 -> 50,,
,,,,,,,,,Charged Attack Damage: 35 -> 15,,
,,,,,,,,,Charged Attack Headshot Damage: 60 -> 30,,
,,,,,,,,,Charged Attack Stability Damage: 60 -> 50,,
,,,,,,,,,Thrown Damage: 60 -> 25,,
,,,,,,,,,Thrown Stability Damage: 50 -> 60,,
,,,,,,,,,Attack & Combo Speed: 1.0 -> 1.1x,,
,,,,,,,,,,,
,,,,,,,,Rebar,Headshot Damage: 34 -> 30,,
,,,,,,,,,Stability Damage: 20 -> 35,,
,,,,,,,,,Strong Attack Damage: 25 -> 20,,
,,,,,,,,,Strong Attack Headshot Damage: 50 -> 30,,
,,,,,,,,,Strong Attack Stability Damage: 60 -> 45,,
,,,,,,,,,Charged Attack Damage: 35 -> 30,,
,,,,,,,,,Charged Attack Headshot Damage: 80 -> 40,,
,,,,,,,,,Charged Attack Stability Damage: 100 -> 55,,
,,,,,,,,,Thrown Damage: 80 -> 40,,
,,,,,,,,,Charged Attack Speed: 1.0x -> 1.15x,,
,,,,,,,,,Attack & Combo Speed: 1.0x -> 1.05x,,
,,,,,,,,,Range: 220 -> 210,,
,,,,,,,,,,,
,,,,,,,,Shovel,Damage: 30 -> 13,,
,,,,,,,,,Headshot Damage: 25 -> 34,,
,,,,,,,,,Stability Damage: 20 -> 0,,
,,,,,,,,,Limb Damage: 30 -> 20,,
,,,,,,,,,Strong Attack Damage: 35 -> 18,,
,,,,,,,,,Strong Attack Headshot Damage: 34 -> 38,,
,,,,,,,,,Strong Attack Stability Damage: 20 -> 0,,
,,,,,,,,,Charged Attack Damage: 45 -> 25,,
,,,,,,,,,Charged Attack Headshot Damage: 60 -> 50,,
,,,,,,,,,Charged Attack Stability Damage: 31 -> 20,,
,,,,,,,,,Charged Attack Limb Damage: 60 -> 40,,
,,,,,,,,,Thrown Damage: 45 -> 35,,
,,,,,,,,,Thrown Stability Damage: 100 -> 40,,
,,,,,,,,,Range: 230 -> 235,,
,,,,,,,,,,,
,,,,,,,,Sledgehammer,Stability Damage: 40 -> 65,,
,,,,,,,,,Strong Attack Damage: 45 -> 35,,
,,,,,,,,,Strong Attack Headshot Damage: 70 -> 65,,
,,,,,,,,,Strong Attack Stability Damage: 60 -> 75,,
,,,,,,,,,Thrown Damage: 80 -> 40,,
,,,,,,,,,Charged Attack Speed: 1.0x -> 0.85x,,
,,,,,,,,,Attack & Combo Speed: 1.0x -> 0.80x,,
,,,,,,,,,Range: 220 -> 230,,
,,,,,,,,,,,
,,,,,,,,Tire Iron,Damage: 18 -> 13,,
,,,,,,,,,Headshot Damage: 30 -> 25,,
,,,,,,,,,Stability Damage: 20 -> 25,,
,,,,,,,,,Strong Attack Damage: 20 -> 15,,
,,,,,,,,,Strong Attack Headshot Damage: 40 -> 30,,
,,,,,,,,,Strong Attack Stability Damage: 40 -> 45,,
,,,,,,,,,Charged Attack Headshot Damage: 60 -> 35,,
,,,,,,,,,Charged Attack Stability Damage: 60 -> 45,,
,,,,,,,,,Thrown Damage: 60 -> 25,,
,,,,,,,,,Thrown Stability Damage: 50 -> 60,,
,,,,,,,,,Charged Attack Speed: 1.0x -> 1.1x,,
,,,,,,,,,Attack & Combo Speed: 1.0x -> 1.1x,,
,,,,,,,,,Range: 180 -> 175,,
,,,,,,,,,,,
,,,,,,,,Tree Trimmer,Damage: 30 -> 20,,
,,,,,,,,,Headshot Damage: 25 -> 35,,
,,,,,,,,,Stability Damage: 30 -> 0,,
,,,,,,,,,Strong Attack Damage: 35 -> 25,,
,,,,,,,,,Strong Attack Headshot Damage: 34 -> 35,,
,,,,,,,,,Strong Attack Stability Damage: 30 -> 0,,
,,,,,,,,,Strong Attack Limb Damage: 30 -> 40,,
,,,,,,,,,Charged Attack Damage: 45 -> 35,,
,,,,,,,,,Charged Attack Headshot Damage: 60 ->  45,,
,,,,,,,,,Charged Attack Stability Damage: 60 -> 20,,
,,,,,,,,,Thrown Damage: 45 -> 35,,
,,,,,,,,,Charged Attack Speed: 1.0x -> 1.1x,,
,,,,,,,,,,,
,,,,,,,,Large Wrench,Damage: 20 -> 25,,
,,,,,,,,,Headshot Damage: 34 -> 35,,
,,,,,,,,,Stability Damage: 40 -> 45,,
,,,,,,,,,Strong Attack Damage: 30 -> 25,,
,,,,,,,,,Strong Attack Headshot Damage: 50 -> 40,,
,,,,,,,,,Strong Attack Stability Damage: 60 -> 55,,
,,,,,,,,,Charged Attack Damage: 35 -> 40,,
,,,,,,,,,Charged Attack Headshot Damage: 80 -> 60,,
,,,,,,,,,Charged Attack Stability Damage: 100 -> 65,,
,,,,,,,,,Thrown Damage: 80 -> 40,,
,,,,,,,,,Charged Attack Speed: 1.0x -> 0.85x,,
,,,,,,,,,Attack & Combo Speed: 1.0x -> 0.80x,,
,,,,,,,,,Range: 220 -> 230,,
,,,,,,,,,,,
,,,,,,,,Small Wrench,Damage: 18 -> 10,,
,,,,,,,,,Headshot Damage: 30 -> 20,,
,,,,,,,,,Stability Damage: 20 -> 25,,
,,,,,,,,,Strong Attack Damage: 20 -> 10,,
,,,,,,,,,Strong Attack Headshot Damage: 40 -> 25,,
,,,,,,,,,Strong Attack Stability Damage: 40 -> 45,,
,,,,,,,,,Charged Attack Damage: 35 -> 15,,
,,,,,,,,,Charged Attack Headshot Damage: 60 -> 30,,
,,,,,,,,,Charged Attack Stability Damage: 60 -> 45,,
,,,,,,,,,Thrown Damage: 60 -> 25,,
,,,,,,,,,Thrown Stability Damage: 50 -> 60,,
,,,,,,,,,Charged Attack Speed: 1.0x -> 1.25x,,
,,,,,,,,,Attack & Combo Speed: 1.0x -> 1.20x,,
,,,,,,,,,Range: 170 -> 160,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Damage: ,,
,,,,,,,,,Headshot Damage: ,,
,,,,,,,,,Stability Damage: ,,
,,,,,,,,,Limb Damage: ,,
,,,,,,,,,Strong Attack Damage: ,,
,,,,,,,,,Strong Attack Headshot Damage: ,,
,,,,,,,,,Strong Attack Stability Damage: ,,
,,,,,,,,,Strong Attack Limb Damage: ,,
,,,,,,,,,Charged Attack Damage: ,,
,,,,,,,,,Charged Attack Headshot Damage:,,
,,,,,,,,,Charged Attack Stability Damage: ,,
,,,,,,,,,Charged Attack Limb Damage: ,,
,,,,,,,,,Thrown Damage: ,,
,,,,,,,,,Thrown Stability Damage:,,
,,,,,,,,,Charged Attack Speed: ,,
,,,,,,,,,Attack & Combo Speed:,,
,,,,,,,,,Range: ,,
,,,,,,,,,,,
"0.8.0
Genesis
Feb. 3 2026",,,,,,,,GruberMkVII,Limb Damage 50 -> 30,,Stamina Starved:
,,Builder,Battery & Board Weight -25% -> -15%,,,,,,Stability Damage 60 -> 40,,Reduced Stability Damage 80% -> 50%
,,,,,,,,,,,
,,Builder Expert,Board Weight -50% -> -30%,,,,,Baseball Bat,Range 250 -> 210,,Player Changes:
,,,,,,,,,Light Attack Stamina Cost 15 -> 10,,Movement Speed: 240 -> 200
,,Butcher,Strong Attack Limb Damage 1.50 -> 1.2,,,,,,Strong Attack Stamina Cost 18 -> 13,,Stamina Regen Rate - Walking: 20 -> 30
,,,Charged Attack Limb Damage 1.50 -> 1.2,,,,,,Charged Attack Stamina Cost 20 -> 15,,Sprinting Speed Multiplier: 1.7 -> 1.85
,,,,,,,,,,,
,,Butcher Expert,Strong Attack Limb Damage 2.0 -> 1.4,,,,,Claw Hammer,Range 170 -> 180,,Responder Max Level: 50 -> 1000
,,,Charged Attack Limb Damage 2.0 -> 1.4,,,,,,Light Attack Stamina Cost 9.5 -> 5,,Account Max Level: 100 -> 1000
,,,,,,,,,Strong Attack Stamina Cost 12 -> 7,,Cost to Upgrade Perk to Expert: 1000 -> 5000
,,Deprived,Max Stamina increase removed.,,,,,,Charged Attack Stamina Cost 18 -> 13,,
,,,,,,,,,,,Zombie Movement Speed Changes:
,,Deprived Expert,Max Stamina increase removed. ,,,,,Cleaver,Range 170 -> 180,,"Trying to find the numbers for this has annoyed me to no end, I'll put here what 'should' be the new numbers now but I don't have old ones for you. "
,,,,,,,,,Light Attack Stamina Cost 9.5 -> 5,,
,,,,,,,,,Strong Attack Stamina Cost 12 -> 7,,
,,,,,,,,,Charged Attack Stamina Cost 18 -> 13,,Crawler Movespeed: 65
,,Grenadier,Throwable & Deployable Weights -20% -> -10%,,,,,,,,Runner Crawler Movespeed: 190
,,,,,,,,Crowbar,Range 170 -> 190,,Runner Movespeed: 260-400 (Utilizes Acceleration)
,,,,,,,,,Light Attack Stamina Cost 9.5 -> 5,,Walker Movespeed: 120
,,Grenadier Expert,Throwable & Deployable Weights -30% -> -20%,,,,,,Strong Attack Stamina Cost 12 -> 7,,
,,,,,,,,,Charged Attack Stamina Cost 18 -> 13,,Runner Movespeed Variation = 0.9x to 1.0x
,,Steady Hand,SpreadDegrees -25% -> -20%,,,,,,,,Walker Movespeed Variation = 0.9x to 1.1x
,,,PerShotSpreadIncrease -25% -> 20%,,,,,Fire Axe,Range 220 -> 210,,Movement Speed increases from Hard/NM Unchanged.
,,,,,,,,,Light Attack Stamina Cost 15 -> 10,,
,,Steady Hand Expert,SpreadDegrees -50% -> -35%,,,,,,Strong Attack Stamina Cost 18 -> 13,,Difficulty Changes:
,,,PerShotSpreadIncrease -50% -> 35%,,,,,,Charged Attack Stamina Cost 18 -> 13,,Classic XP & Credits Gain: 200% -> 110%
,,,,,,,,,,,Hard XP & Credits Gain: 300% -> 120%
,,Hitman,Light Attack Damage 1.25 -> 1.15,,,,,Hatchet,Range 170 -> 180,,Nightmare XP & Credits Gain: 400% -> 130%
,,,Strong Attack Damage 1.25 -> 1.15,,,,,,Light Attack Stamina Cost 9.5 -> 5,,
,,,Headshot Damage 1.25 -> 1.15,,,,,,Strong Attack Stamina Cost 12 -> 7,,Prime Runner:
,,,Strong Attack Headshot Damage 1.25 -> 1.15,,,,,,Charged Attack Stamina Cost 18 -> 13,,Health: 120
,,,,,,,,,,,Melee Damage - Basic: 30
,,,Light Attack Stamina Cost Modifier 1.25 -> 1.15,,,,,Hockey Stick,Range 220 -> 240,,Melee Damage - Heavy: 12(Multihit Attack)
,,,,,,,,,Light Attack Stamina Cost 15 -> 10,,Stability Damage - Basic: 72
,,,Strong Attack Stamina Cost Modifier 1.25 -> 1.15,,,,,,Strong Attack Stamina Cost 18 -> 13,,Stability Damage - Heavy: 72
,,,,,,,,,Charged Attack Stamina Cost 20 -> 15,,Melee Damage - Lunge: 30
,,,,,,,,,,,Stability Damage - Lunge: 120
,,Hitman Expert,Light Attack Damage 1.5 -> 1.3,,,,,Kitchen Knife,Range 170 -> 180,,
,,,Strong Attack Damage 1.5 -> 1.3,,,,,,Light Attack Stamina Cost 9.5 -> 5,,Music: 
,,,Headshot Damage 1.5 -> 1.3,,,,,,Strong Attack Stamina Cost 12 -> 7,,"""Survival EVAC Theme"""
,,,Strong Attack Headshot Damage 1.5 -> 1.3,,,,,,Charged Attack Stamina Cost 18 -> 13,,"""Dragging"""
,,,Light Attack Stamina Cost Modifier 1.25 -> 1.15,,,,,,,,"""NotLD Minimal"""
,,,,,,,,Machete,Range 170 -> 190,,"""Campfire"""
,,,Strong Attack Stamina Cost Modifier 1.25 -> 1.15,,,,,,Light Attack Stamina Cost 9.5 -> 5,,
,,,,,,,,,Strong Attack Stamina Cost 12 -> 7,,New Melee Lines: (Standardized on all Melee)
,,,,,,,,,Charged Attack Stamina Cost 18 -> 13,,Heavy Attack Play Rate: 1.0
,,Hardblow,Light Attack Stability Damage 1.20 -> 1.15,,,,,,,,Attack And Combo Play Rate: 1.0
,,,Strong Attack Stability Damage 1.20 -> 1.15,,,,,Mallet,Light Attack Stamina Cost 12 -> 7,,Light Attack Stamina Cost Per Hit: 5.0
,,,,,,,,,Strong Attack Stamina Cost 15 -> 10,,Strong Attack Stamina Cost Per Hit: 5.0
,,,,,,,,,Charged Attack Stamina Cost 18 -> 13,,Charged Attack Stamina Cost Per Hit: 5.0
,,Hardblow Expert,Light Attack Stability Damage 1.40 -> 1.30,,,,,,,,
,,,Strong Attack Stability Damage 1.40 -> 1.30,,,,,Large Pipe,Light Attack Stamina Cost 15 -> 10,,Bladed:
,,,,,,,,,Strong Attack Stamina Cost 18 -> 13,,Initial Hit Damage Multiplier: 1.0
,,,,,,,,,Charged Attack Stamina Cost 20 -> 15,,Secondary Hit Damage Multiplier: 0.5
,,Limbo,Downed Health & Duration 1.7 -> 1.15,,,,,,,,Tertiary Hit Damage Multiplier: 0.3
,,,,,,,,Small Pipe,Range 170 -> 180,,Initial Hit Limb Damage Multiplier: 1.0
,,Limbo Expert,Downed Health & Duration 2.5 -> 1.3,,,,,,Light Attack Stamina Cost 12 -> 7,,Secondary Hit Limb Damage Multiplier: 0.7
,,,,,,,,,Strong Attack Stamina Cost 18 -> 13,,Tertiary Hit Limb Damage Multiplier: 0.5
,,Longer Battery,FlashLight Battery Drain Modifier 0.4 -> 0.75,,,,,,Charged Attack Stamina Cost 20 -> 15,,Initial Hit Stability Damage Multiplier:1.0
,,,,,,,,,,,Secondary Hit Stability Damage Multiplier: 0.5
,,,,,,,,Rebar,Light Attack Stamina Cost 15 -> 10,,Tertiary Hit Stability Damage Multiplier: 0.3
,,Longer Battery Expert,FlashLight Battery Drain Modifier 0.1 -> 0.5,,,,,,Strong Attack Stamina Cost 18 -> 13,,
,,,,,,,,,Charged Attack Stamina Cost 23 -> 18,,Blunt:
,,One for One,Stamina Refunded Upon Damage Taken 0.1 -> 0.02,,,,,,,,Initial Hit Damage Multiplier: 1.0
,,,,,,,,Shovel,Range 220 -> 230,,Secondary Hit Damage Multiplier: 0.5
,,,,,,,,,Light Attack Stamina Cost 12 -> 7,,Tertiary Hit Damage Multiplier: 0.3
,,One for One Expert,Stamina Refunded Upon Damage Taken 0.15 -> 0.05,,,,,,Strong Attack Stamina Cost 18 -> 13,,Initial Hit Limb Damage Multiplier: 1.0
,,,,,,,,,Charged Attack Stamina Cost 23 -> 18,,Secondary Hit Limb Damage Multiplier: 0.2
,,,,,,,,,,,Tertiary Hit Limb Damage Multiplier: 0.0
,,Resilience,Fire/Water/Electricity/Poison Cloud Damage Resistance 0.3 -> 0.15,,,,,Sledgehammer,Light Attack Stamina Cost 15 -> 10,,Initial Hit Stability Damage Multiplier: 1.0
,,,,,,,,,Strong Attack Stamina Cost 18 -> 13,,Secondary Hit Stability Damage Multiplier: 0.7
,,,,,,,,,Charged Attack Stamina Cost 20 -> 15,,Tertiary Hit Stability Damage Multiplier: 0.3
,,Resilience Expert,Fire/Water/Electricity/Poison Cloud Damage Resistance 0.5 -> 0.25,,,,,,,,
,,,,,,,,Tire Iron,Range 170 -> 180,,Gruber MkVII Recoil Changes
,,,,,,,,,Light Attack Stamina Cost 9.5 -> 5,,Recoil Pitch First Shot 2.5 -> 0.5
,,Quiet Steps,Walking/Running/Crouching/Jumping Noise Stimuli Modifier 0.4 -> 0.9,,,,,,Strong Attack Stamina Cost 12 -> 7,,Recoil Yaw First Shot 0.3 -> 0.04
,,,,,,,,,Charged Attack Stamina Cost 18 -> 13,,Recoil Yaw Max 0.3 -> 0.0
,,,,,,,,,,,Recoil Yaw Min 0.15 -> 0.0
,,Quiet Steps Expert,Walking/Running/Crouching/Jumping Noise Stimuli Modifier 0.2 -> 0.8,,,,,Treetrimmer,Range 220 -> 250,,
,,,,,,,,,Light Attack Stamina Cost 15 -> 10,,
,,,,,,,,,Strong Attack Stamina Cost 18 -> 13,,
,,Hellfire,Max Spread Degrees 0.75 - 0.85,,,,,,Charged Attack Stamina Cost 18 -> 15,,
,,,,,,,,,,,
,,Hellfire Expert,Max Spread Degrees 0.5 - 0.7,,,,,Large Wrench,Light Attack Stamina Cost 15 -> 10,,
,,,,,,,,,Strong Attack Stamina Cost 18 -> 13,,
,,Mohawk,Max Penetrations 2 -> 1,,,,,,Charged Attack Stamina Cost 20 -> 15,,
,,,,,,,,,,,
,,Mohawk Expert,Max Penetrations 4 -> 2,,,,,Small Wrench,Light Attack Stamina Cost 12 -> 7,,
,,,,,,,,,Strong Attack Stamina Cost 15 -> 10,,
,,Steady Shot,Recoil Strength 0.7 -> 0.85,,,,,,Charged Attack Stamina Cost 18 -> 13,,
,,,,,,,,,,,
,,Steady Shot Expert,Recoil Strength 0.4 -> 0.7,,,,,,,,
,,,,,,,,,,,
,,Overkill,Pellets 1.5 -> 1.15,,,,,,,,
,,,,,,,,,,,
,,Overkill Expert,Pellets 2.0 -> 1.3,,,,,,,,
,,,,,,,,,,,
,,Tight Shot,Spread Degrees 0.75 -> 0.85,,,,,,,,
,,,,,,,,,,,
,,Tight Shot Expert,Spread Degrees 0.5 -> 0.7,,,,,,,,
,,,,,,,,,,,
,,Locked On,Recoil Strength 0.7 -> 0.8,,,,,,,,
,,,,,,,,,,,
,,Locked On Expert,Recoil Strength 0.5 -> 0.6,,,,,,,,
,,,,,,,,,,,
,,Steel Chamber,Damage Multiplier 1.3 -> 1.15,,,,,,,,
,,,,,,,,,,,
,,Steel Chamber Expert,Damage Multiplier 1.5 -> 1.3,,,,,,,,
,,,,,,,,,,,
,,Penetrating Shot,Damage Falloff Per Penetration 0.7 -> 0.8,,,,,,,,
,,,,,,,,,,,
,,Penetrating Shot Expert,Damage Falloff Per Penetration 0.4 -> 0.6,,,,,,,,
,,,,,,,,,,,
,,Eagle Eye,Range Damage FallOff Modifier 0.3 -> 0.4,,,,,,,,
,,,,,,,,,,,
,,Teddy Bear,Stability Damage 1.25 -> 1.15,,,,,,,,
,,,Damage 0.75 -> 0.85,,,,,,,,
,,,,,,,,,,,
,,Teddy Bear Expert,Stability Damage 1.5 -> 1.3,,,,,,,,
,,,Damage 0.75 -> 0.85,,,,,,,,
,,,,,,,,,,,
,,Vulture,Ammo Weight -0.2 -> -0.1,,,,,,,,
,,,,,,,,,,,
,,Vulture Expert,Ammo Weight -0.3 -> -0.2,,,,,,,,
,,,,,,,,,,,
"0.7.1
Health Update #2
Dec 2 2025",,,,,,,,,,,
,,Adrenaline Rush,"Now applies to all attack types (light, strong, charged)",,,,,,,,
,,,,,,,,,,,
,,,Light Attack Stamina Cost -25% -> -10%,,,,,,,,"Patch notes say Guts is supposed to reduce Stamina Starved Duration as well, I can't find the changes to point to it."
,,,Strong Attack Stamina Cost -50% -> -10%,,,,,,,,
,,,Added: Charge Attack Stamina Cost -10%,,,,,,,,
,,,,,,,,,,,
,,Adrenaline Rush Expert,"Now applies to all attack types (light, strong, charged)",,,,,,,,Steel Chamber continues to not affect the Rochester
,,,,,,,,,,,Vulture Normal + Expert still don't apply to .45acp
,,,Light Attack Stamina Cost -50% -> -20%,,,,,,,,
,,,Strong Attack Stamina Cost -100% -> -20%,,,,,,,,Player Changes:
,,,Added: Charge Attack Stamina Cost -20%,,,,,,,,Stamina Regen Rate - Idle 66.6 -> 50
,,,,,,,,,,,Stamina Regen Rate - Walking 66.6 -> 20
,,Aquired Immunity,Infection resistance 50% -> 10% ,,,,,,,,Stamina Regen Rate - Targeting 12 -> 15
,,,,,,,,,,,
,,Aquired Immunity Expert,Infection resistance 75% -> 20% ,,,,,,,,
,,,,,,,,,,,Stimuli added to thrown items hitting the ground
,,Athlete,Max Stamina 20% -> 10%,,,,,,,,Duration: 5
,,,,,,,,,,,Radius: 800
,,Athlete Expert,Max Stamina 30% -> 20%,,,,,,,,Priority: High
,,,,,,,,,,,Level: Medium
,,Butcher,Limb Damage 50% -> 20%,,,,,,,,
,,,,,,,,,,,
,,Butcher Expert,Limb Damage 100% -> 40%,,,,,,,,
,,,,,,,,,,,
,,Caravan,Removed -Max Health effect: -20% -> 0%,,,,,,,,
,,,-Max Stamina -20% -> -15%,,,,,,,,
,,,,,,,,,,,
,,Caravan Expert,Removed -Max Health effect: -20% -> 0%,,,,,,,,
,,,-Max Stamina -20% -> -10%,,,,,,,,
,,,,,,,,,,,
,,Deprived,Increased Max Health 20% -> 10%,,,,,,,,
,,,,,,,,,,,
,,Deprived Expert,Increased Max Health 30% -> 20%,,,,,,,,
,,,,,,,,,,,
,,Foreman,Kicks deal damage 30-> 10,,,,,,,,
,,,,,,,,,,,
,,Foreman Expert,Kicks deal damage 45-> 30,,,,,,,,
,,,,,,,,,,,
,,Grenadier Expert,-30% weight now applies to deployables ,,,,,,,,
,,,,,,,,,,,
,,Guts Expert,Added: affects Stamina Starved duration,,,,,,,,
,,,,,,,,,,,
,,Lucky Pathogen,Damage Resistance 20% -> 10%,,,,,,,,
,,,,,,,,,,,
,,Lucky Pathogen Expert,Damage Resistance 30% -> 20%,,,,,,,,
,,,,,,,,,,,
,,Marathon Runner,Sprint Stamina Cost 50% -> 15% ,,,,,,,,
,,,,,,,,,,,
,,Marathon Runner Expert,Sprint Stamina Cost 100% -> 30%,,,,,,,,
,,,,,,,,,,,
,,Mule,Added: Health Reduced by 15%,,,,,,,,
,,,,,,,,,,,
,,Mule Expert,Added: Health Reduced by 5%,,,,,,,,
,,,,,,,,,,,
,,Resident Genes,HP Heal 50 -> 15,,,,,,,,
,,,,,,,,,,,
,,Resident Genes Expert,HP Heal 50 -> 25,,,,,,,,
,,,,,,,,,,,
,,Scavenger,Increased Ammo Gained 25% -> 15%,,,,,,,,
,,,,,,,,,,,
,,Scavenger Expert,Increased Ammo Gained 50% -> 30%,,,,,,,,
,,,,,,,,,,,
,,Sturdy Body,Damage Resistance 20% -> 10%,,,,,,,,
,,,,,,,,,,,
,,Sturdy Body Expert,Damage Resistance 30% -> 20%,,,,,,,,
,,,,,,,,,,,
,,Thick Skin,Max Health 20% -> 10%,,,,,,,,
,,,,,,,,,,,
,,Thick Skin Expert,Max Health 30% -> 20%,,,,,,,,
,,,,,,,,,,,
,,Vulture,Now Properly affects .22LR,,,,,,,,
,,,,,,,,,,,
,,Vulture Expert,Now Properly affects .22LR,,,,,,,,
,,,,,,,,,,,
,,Wicked,Limb Damage 25% -> 10%,,,,,,,,
,,,,,,,,,,,
,,Wicked Expert,Limb Damage 50% -> 20%,,,,,,,,
,,,,,,,,,,,
,,Rush,Less Stamina for Charged Two-handed Attacks 25% -> 10%,,,,,,,,
,,,,,,,,,,,
,,,Removed: Strong Attack Reduction,,,,,,,,
,,,,,,,,,,,
,,Rush Expert,Less Stamina for Charged Two-handed Attacks 40% -> 30%,,,,,,,,
